time_s,distance_m,ax_mps2,ay_mps2,az_mps2,gx_radps,gy_radps,gz_radps,accel_mag,gyro_mag,jerk
41.94,29.358,0.06462,0.05488,9.75822,0.00303,-0.00045,0.05887,9.75859,0.05895,-0.97675
41.96,29.372,0.07748,0.04159,9.76656,0.00293,-0.00414,0.06204,9.76695,0.06224,0.4182
41.98,29.386,0.05908,0.01051,9.76459,0.00001,-0.00704,0.07511,9.76477,0.07544,-0.10891
42,29.4,0.0717,0.03243,9.73524,0.00021,-0.00665,0.08297,9.73556,0.08324,-1.46091
42.02,29.414,0.01939,0.02676,9.74779,-0.00246,-0.00333,0.08582,9.74785,0.08592,0.61446
42.04,29.428,0.06949,0.03941,9.71519,0.00434,-0.00719,0.09128,9.71552,0.09166,-1.61629
42.06,29.442,0.06932,0.04967,9.77199,0.00243,-0.00902,0.10148,9.77237,0.10191,2.84234
42.08,29.456,0.05141,0.02487,9.76727,0.00215,-0.00173,0.1103,9.76744,0.11034,-0.24633
42.1,29.47,0.09344,0.03522,9.77015,0.00139,-0.00863,0.12115,9.77066,0.12146,0.16089
42.12,29.484,0.05907,0.04393,9.73369,0.00382,-0.00626,0.13195,9.73397,0.13216,-1.8343
42.14,29.498,0.10283,0.03499,9.75028,0.00252,-0.00751,0.13949,9.75088,0.13972,0.84549
42.16,29.512,0.07561,0.04405,9.76309,-0.00223,-0.00803,0.14148,9.76348,0.14173,0.6298
42.18,29.526,0.06394,0.01188,9.76032,0.00256,-0.00709,0.15142,9.76053,0.15161,-0.14728
42.2,29.54,0.07823,0.03207,9.76594,-0.00193,-0.01171,0.1705,9.76631,0.17091,0.28866
42.22,29.554,0.0882,0.05841,9.77455,0.00471,-0.00595,0.17145,9.77512,0.17162,0.44063
42.24,29.568,0.06051,0.03639,9.76894,-0.00261,-0.00938,0.18784,9.76919,0.1881,-0.29622
42.26,29.582,0.0388,0.0501,9.7452,0.00379,-0.00529,0.20395,9.74541,0.20405,-1.18933
42.28,29.596,0.01247,0.03729,9.74883,0.0033,-0.00869,0.21703,9.74891,0.21722,0.17511
42.3,29.61,-0.02323,0.01699,9.74562,0.00281,-0.01002,0.22404,9.74566,0.22428,-0.16242
42.32,29.624,-0.05952,0.02533,9.77487,0.00893,-0.00774,0.23399,9.77509,0.23429,1.47125
42.34,29.638,-0.06725,0.03692,9.78905,0.0061,-0.00666,0.25421,9.78936,0.25437,0.71349
42.36,29.652,-0.10347,0.03246,9.77864,0.00533,-0.00825,0.25826,9.77924,0.25844,-0.50577
42.38,29.666,-0.10331,0.01369,9.79659,0.00873,-0.00316,0.27798,9.79714,0.27813,0.89516
42.4,29.68,-0.11645,0.0266,9.78872,0.0066,-0.00534,0.29095,9.78945,0.29108,-0.38464
42.42,29.694,-0.11217,0.04392,9.77196,0.01208,-0.01155,0.30096,9.7727,0.30142,-0.83757
42.44,29.708,-0.11546,0.01354,9.76867,0.00626,-0.00636,0.3098,9.76936,0.30993,-0.16686
42.46,29.722,-0.10831,0.05148,9.81813,0.0035,-0.00762,0.32958,9.81886,0.32968,2.47492
42.48,29.736,-0.09327,0.0346,9.77832,0.00863,-0.00609,0.34289,9.77882,0.34305,-2.0019
42.5,29.75,-0.08117,0.0212,9.83512,0.00506,-0.01224,0.34969,9.83548,0.34994,2.83278
42.52,29.764,-0.04195,0.02353,9.7697,0.00572,-0.00763,0.35872,9.76982,0.35885,-3.28295
42.54,29.778,-0.03095,0.00698,9.838,0.00944,-0.01133,0.36666,9.83805,0.36696,3.41172
42.56,29.792,-0.00571,0.01227,9.81354,0.00804,-0.00409,0.38391,9.81355,0.38402,-1.22498
42.58,29.806,-0.00357,0.02934,9.80416,0.00649,-0.00822,0.38902,9.80421,0.38916,-0.46737
42.6,29.82,0.00024,0.00318,9.79666,0.00808,-0.00481,0.40831,9.79666,0.40842,-0.37718
42.62,29.834,0.02436,0.01648,9.82069,0.01051,-0.00495,0.41524,9.82073,0.41541,1.2034
42.64,29.848,0.03799,0.00709,9.82898,0.00457,-0.00699,0.42266,9.82906,0.42274,0.41646
42.66,29.862,0.04946,0.02725,9.83175,0.00327,-0.00742,0.43214,9.83191,0.43221,0.14244
42.68,29.876,0.0119,-0.02121,9.83307,0.01389,-0.00879,0.43788,9.8331,0.43819,0.05947
42.7,29.89,-0.01148,-0.01013,9.83592,0.0043,-0.0063,0.44626,9.83593,0.44633,0.14158
42.72,29.904,0.0276,0.00917,9.80875,0.00758,-0.00822,0.4497,9.80879,0.44984,-1.35683
42.74,29.918,0.00136,0.01111,9.86776,0.01388,-0.01055,0.45244,9.86777,0.45278,2.94883
42.76,29.932,-0.01425,-0.01502,9.85383,0.00986,-0.00639,0.46572,9.85385,0.46586,-0.6958
42.78,29.946,0.00671,0.00118,9.82797,0.00933,-0.00618,0.46699,9.82797,0.46713,-1.29398
42.8,29.96,-0.01241,-0.0159,9.9017,0.01198,-0.00453,0.46996,9.90172,0.47014,3.68745
42.82,29.974,-0.01032,-0.01938,9.83216,0.01041,-0.007,0.46973,9.83218,0.4699,-3.4769
42.84,29.988,-0.01096,0.00235,9.87108,0.01174,-0.01358,0.48004,9.87109,0.48037,1.94531
42.86,30.002,-0.00497,-0.01582,9.84072,0.01041,-0.01118,0.4767,9.84074,0.47694,-1.51771
42.88,30.016,-0.00932,0.00523,9.83534,0.00841,-0.01156,0.47479,9.83535,0.475,-0.26939
42.9,30.03,0.03048,-0.02038,9.86513,0.00948,-0.0024,0.4789,9.8652,0.479,1.49242
42.92,30.044,-0.02634,-0.0083,9.85359,0.00484,-0.00229,0.47134,9.85363,0.47137,-0.57837
42.94,30.058,-0.03431,-0.04311,9.86355,0.00645,-0.00169,0.47367,9.86371,0.47371,0.5039
42.96,30.072,-0.03942,-0.03244,9.88972,0.01473,-0.00796,0.468,9.88985,0.4683,1.30724
42.98,30.086,-0.0759,-0.00907,9.85341,0.00565,-0.00667,0.47036,9.85371,0.47044,-1.80708
43,30.1,-0.07602,0.00071,9.90266,0.00581,0.00451,0.46491,9.90295,0.46497,2.46207
43.02,30.114,-0.07705,-0.02409,9.85285,0.01161,-0.00284,0.44445,9.85318,0.44461,-2.48877
43.04,30.128,-0.08848,-0.02628,9.85318,0.01003,-0.00424,0.45122,9.85361,0.45135,0.02178
43.06,30.142,-0.11013,-0.04077,9.89235,0.00905,-0.00847,0.43993,9.89305,0.44011,1.97164
43.08,30.156,-0.08837,0.00636,9.87269,0.00929,-0.00283,0.43212,9.87308,0.43223,-0.99811
43.1,30.17,-0.14297,-0.00724,9.84837,0.00773,0.00203,0.42817,9.84941,0.42825,-1.18387
43.12,30.184,-0.16335,-0.0478,9.87345,0.00685,-0.00133,0.41734,9.87492,0.41739,1.27547
43.14,30.198,-0.14675,-0.0301,9.86817,0.01265,-0.00661,0.40185,9.8693,0.4021,-0.28062
43.16,30.212,-0.14,-0.01095,9.86585,0.01309,0.00137,0.4029,9.86685,0.40311,-0.12287
43.18,30.226,-0.12477,-0.02353,9.86264,0.00587,-0.0037,0.37763,9.86346,0.3777,-0.16918
43.2,30.24,-0.10485,-0.02504,9.88464,0.00621,-0.00201,0.37791,9.88523,0.37797,1.0883
43.22,30.254,-0.08676,-0.03614,9.87372,0.00744,-0.0028,0.36282,9.87417,0.36291,-0.55303
43.24,30.268,-0.07812,-0.03107,9.89352,0.01178,-0.00307,0.35141,9.89388,0.35162,0.98547
43.26,30.282,-0.03566,-0.00511,9.86351,0.00862,0.00072,0.33508,9.86357,0.33519,-1.51524
43.28,30.296,-0.03153,-0.01783,9.8369,0.01111,-0.00288,0.32676,9.83697,0.32696,-1.33025
43.3,30.31,0.00615,-0.03531,9.83766,0.01111,-0.00468,0.3128,9.83772,0.31303,0.03787
43.32,30.324,0.03812,-0.02789,9.82118,0.009,0.00018,0.31645,9.82129,0.31658,-0.82169
43.34,30.338,-0.00434,-0.02896,9.8556,0.00554,0.00222,0.29351,9.85564,0.29357,1.71755
43.36,30.352,0.05209,-0.04084,9.85165,0.00972,-0,0.28317,9.85188,0.28334,-0.18823
43.38,30.366,0.07408,-0.03838,9.84671,0.00761,-0.00115,0.26376,9.84706,0.26388,-0.24078
43.4,30.38,0.02204,-0.03451,9.82894,0.00686,-0.00347,0.25759,9.82902,0.2577,-0.90188
43.42,30.394,0.04098,-0.02332,9.81506,0.01508,-0.00203,0.24122,9.81518,0.2417,-0.69226
43.44,30.408,0.03314,-0.05531,9.8561,0.01183,0.00196,0.23831,9.85631,0.23861,2.05671
43.46,30.422,0.04049,-0.04465,9.83619,0.01539,0.00301,0.22434,9.83637,0.22488,-0.99707
43.48,30.436,0.01531,-0.03972,9.86899,0.01281,0.00077,0.20995,9.86908,0.21034,1.63545
43.5,30.45,0.01568,-0.04778,9.82956,0.00687,-0.00346,0.2067,9.82969,0.20684,-1.96935
43.52,30.464,-0.01621,-0.03592,9.85568,0.01276,-0.00132,0.19582,9.85576,0.19624,1.3032
43.54,30.478,-0.02327,-0.06367,9.8277,0.00827,0.00482,0.18685,9.82794,0.1871,-1.3911
43.56,30.492,-0.01333,-0.02251,9.82861,0.01014,0.00627,0.1744,9.82865,0.1748,0.03568
43.58,30.506,-0.00979,-0.05584,9.79118,0.01233,0.00416,0.17096,9.79134,0.17145,-1.86521
43.6,30.52,0.00658,-0.0204,9.80705,0.0099,0.00712,0.15923,9.80708,0.15969,0.78662
43.62,30.534,-0.01541,-0.04054,9.80679,0.01196,0.00754,0.143,9.80689,0.1437,-0.00935
43.64,30.548,0.00852,-0.03697,9.82861,0.0126,0.0077,0.13337,9.82868,0.13418,1.08943
43.66,30.562,0.0003,-0.06165,9.80176,0.00667,-0.00005,0.12372,9.80196,0.1239,-1.33605
43.68,30.576,-0.02887,-0.02652,9.78508,0.00387,0.00403,0.12178,9.78516,0.12191,-0.83974
43.7,30.59,-0.01221,-0.04027,9.78329,0.00531,0.00403,0.1164,9.78338,0.11659,-0.08924
43.72,30.604,0.01853,-0.06157,9.77734,0.0083,0.00591,0.10211,9.77755,0.10262,-0.29136
43.74,30.618,-0.03578,-0.04543,9.79481,0.0098,0.004,0.09755,9.79498,0.09812,0.87128
43.76,30.632,-0.06002,-0.02189,9.76948,0.00464,0.00375,0.09304,9.76968,0.09323,-1.26458
43.78,30.646,-0.03857,-0.05292,9.76619,0.01072,0.00914,0.09527,9.76641,0.09631,-0.16375
43.8,30.66,-0.06469,-0.03365,9.76837,0.01107,0.00827,0.08539,9.76864,0.0865,0.11147
43.82,30.674,-0.06712,-0.06324,9.77702,0.00372,0.00895,0.07029,9.77745,0.07096,0.44073
43.84,30.688,-0.06338,-0.02061,9.73469,0.01206,0.00961,0.07282,9.73492,0.07443,-2.12663
43.86,30.702,-0.04727,-0.02385,9.77553,0.00825,0.00404,0.07188,9.77568,0.07247,2.03783
43.88,30.716,-0.06287,-0.04646,9.77628,0.00987,0.00889,0.06292,9.77659,0.06431,0.04586
43.9,30.73,-0.06322,-0.03209,9.76544,0.0052,0.00509,0.06061,9.7657,0.06105,-0.54487
43.92,30.744,-0.03117,-0.03635,9.76724,0.00511,0.00169,0.05011,9.76735,0.0504,0.08281
43.94,30.758,-0.03768,-0.00253,9.72778,0.00357,0.00536,0.05015,9.72785,0.05056,-1.97519
43.96,30.772,0.01607,-0.03489,9.72714,0.01237,0.01253,0.0459,9.72721,0.04916,-0.03189
43.98,30.786,0.01599,-0.0179,9.73672,0.00965,0.01055,0.03762,9.73675,0.04025,0.47704
44,30.8,0.05435,-0.00902,9.75299,0.00772,0.00306,0.04317,9.75315,0.04396,0.81964
44.02,30.814,0.07373,-0.0258,9.75279,0.00674,0.01272,0.03451,9.7531,0.03739,-0.00212
44.04,30.828,0.07418,-0.04594,9.74025,0.00606,0.00721,0.03109,9.74064,0.03249,-0.62325
44.06,30.842,0.12277,-0.0247,9.76514,0.00964,0.00742,0.0399,9.76594,0.04171,1.26499
44.08,30.856,0.15381,-0.00764,9.74717,0.00621,0.00768,0.03004,9.74838,0.03162,-0.87778
44.1,30.87,0.11416,-0.0133,9.75643,0.00351,0.00729,0.03431,9.75711,0.03525,0.43618
44.12,30.884,0.13016,-0.03731,9.74032,0.0069,0.00699,0.02954,9.74126,0.03113,-0.79236
44.14,30.898,0.13968,-0.00723,9.77367,0.00192,0.00994,0.02101,9.77468,0.02332,1.67084
44.16,30.912,0.14611,-0.02896,9.76381,0.00527,0.00873,0.02566,9.76494,0.02761,-0.48656
44.18,30.926,0.0981,-0.03472,9.72467,0.00126,-0.00166,0.02841,9.72523,0.02848,-1.98568
44.2,30.94,0.08574,-0.00079,9.76578,0.001,0.00943,0.02074,9.76616,0.0228,2.04624
44.22,30.954,0.08786,-0.01155,9.79543,-0.00393,0.00467,0.02064,9.79583,0.02152,1.48382
44.24,30.968,0.0439,-0.01415,9.75043,0.00078,0.00719,0.01489,9.75054,0.01655,-2.26441
44.26,30.982,0.05889,-0.03857,9.75085,0.00661,0.00989,0.02492,9.75111,0.02762,0.02824
44.28,30.996,0.03369,-0.01474,9.75431,-0.00114,0.00789,0.0155,9.75438,0.01743,0.1634
44.3,31.01,0.05703,-0.00966,9.74596,-0.00157,0.00995,0.01271,9.74613,0.01621,-0.41247
44.32,31.024,0.03631,-0.00624,9.75552,-0.00145,0.00854,0.0069,9.75559,0.01107,0.47312
44.34,31.038,0.0248,-0.00317,9.74259,0.00521,0.00086,0.00859,9.74263,0.01008,-0.6482
44.36,31.052,0.02497,-0.00334,9.78183,0.00087,0.0043,0.01107,9.78186,0.01191,1.96173
44.38,31.066,0.04025,-0.01456,9.78031,0.00264,0.00744,0.01367,9.7804,0.01578,-0.07276
44.4,31.08,0.03706,-0.00197,9.77814,0.00106,0.0108,0.00925,9.77821,0.01426,-0.10963
44.42,31.094,0.01853,0.00751,9.78002,0.00004,0.01065,0.0136,9.78004,0.01728,0.0914
44.44,31.108,0.06278,-0.00466,9.7446,0.00267,0.00379,0.00745,9.7448,0.00878,-1.76204
44.46,31.122,0.01012,-0.02823,9.78754,0.00007,0.01243,0.00936,9.78759,0.01556,2.13938
44.48,31.136,0.02046,-0.01443,9.78206,0.00541,-0.00057,0.00135,9.78209,0.00561,-0.27462
44.5,31.15,-0.00954,0.02484,9.78472,0.00073,0.0072,0.00465,9.78475,0.0086,0.13299
44.52,31.164,-0.01864,0.00427,9.8005,0.00176,0.00638,0.00498,9.80052,0.00829,0.78836
44.54,31.178,-0.02998,-0.02143,9.78593,0.00104,0.00913,0.00311,9.786,0.0097,-0.72615
44.56,31.192,-0.04764,0.01964,9.80372,0.00025,0.00873,0.00698,9.80385,0.01118,0.89263
44.58,31.206,-0.03274,-0.00822,9.80302,-0.00029,0.00792,-0.00274,9.80308,0.00839,-0.03872
44.6,31.22,-0.05191,0.00684,9.82717,0.00405,0.00694,-0.00347,9.82731,0.00876,1.21154
44.62,31.234,0.00257,0.00806,9.80008,-0.00238,0.00373,-0.00273,9.80008,0.0052,-1.36133
44.64,31.248,-0.04061,0.01646,9.79509,0.00106,0.00815,0.0036,9.79519,0.00897,-0.24462
44.66,31.262,-0.0041,-0.00593,9.80306,-0.00281,-0.00211,0,9.80306,0.00351,0.39369
44.68,31.276,0.01586,0.02296,9.80506,-0.00659,0.00743,-0.00502,9.8051,0.01113,0.10189
44.7,31.29,0.04759,-0.00407,9.82758,0.00004,0.00869,0.00358,9.82769,0.0094,1.12963
44.72,31.304,0.06212,0.02747,9.83335,-0.00262,0.00588,-0.00296,9.83359,0.00709,0.29462
44.74,31.318,0.07018,0.02403,9.81766,0.00138,0.00816,-0.00339,9.81794,0.00894,-0.78244
44.76,31.332,0.10737,0.00525,9.85888,-0.00941,0.01206,-0.00336,9.85947,0.01566,2.07658
44.78,31.346,0.10199,0.02727,9.84075,-0.00164,0.00901,-0.00982,9.84131,0.01343,-0.90767
44.8,31.36,0.10322,0.01304,9.86511,0.00458,0.0057,-0.00433,9.86566,0.0085,1.21744
44.82,31.374,0.1362,0.01971,9.84922,-0.00402,0.00811,-0.00581,9.85018,0.01075,-0.77412
44.84,31.388,0.09534,0.01569,9.87544,-0.00184,0.00555,-0.01169,9.87591,0.01307,1.28668
44.86,31.402,0.12367,0.01642,9.86651,-0.00327,0.00826,-0.00571,9.8673,0.01056,-0.43093
44.88,31.416,0.10124,-0.00642,9.84997,-0.00051,0.00502,-0.01358,9.85049,0.01449,-0.8402
44.9,31.43,0.08325,0.02562,9.84677,-0.00728,0.01006,-0.01149,9.84715,0.01691,-0.16703
44.92,31.444,0.05864,0.0207,9.87305,-0.00613,0.00484,-0.00501,9.87324,0.00928,1.30453
44.94,31.458,0.05522,0.03892,9.86314,-0.00453,0.00463,-0.00625,9.86337,0.009,-0.49362
44.96,31.472,0.01515,0.01715,9.88833,-0.00268,0.00577,-0.00874,9.88835,0.01081,1.24916
44.98,31.486,0.0236,0.0307,9.88742,-0.00913,0.00015,-0.01041,9.8875,0.01385,-0.04273
45,31.5,-0.01666,0.02145,9.86383,-0.00487,0.00199,-0.00333,9.86387,0.00623,-1.18133
45.02,31.514,-0.01473,0.01209,9.85471,-0.00384,0.00226,-0.00862,9.85473,0.00971,-0.45712
45.04,31.528,-0.0344,0.02678,9.86205,-0.00915,0.00472,-0.00892,9.86215,0.01362,0.37098
45.06,31.542,-0.03248,0.04964,9.85214,-0.00703,0.00359,-0.00936,9.85231,0.01224,-0.49172
45.08,31.556,-0.03715,0.01886,9.87023,-0.0086,-0.00251,-0.01935,9.87032,0.02132,0.90032
45.1,31.57,-0.02117,0.03563,9.8675,-0.00561,0.00285,-0.01596,9.86758,0.01715,-0.13685
45.12,31.584,-0.04521,0.05811,9.88719,-0.00903,0.002,-0.00978,9.88746,0.01346,0.99393
45.14,31.598,-0.05067,0.01253,9.83267,-0.00508,0.00257,-0.01628,9.83281,0.01724,-2.73266
45.16,31.612,-0.04744,0.02476,9.86062,-0.01014,0.0011,-0.01424,9.86076,0.01751,1.39773
45.18,31.626,-0.04344,0.01853,9.85837,-0.00777,0.00292,-0.00948,9.85849,0.0126,-0.11385
45.2,31.64,-0.05679,0.04051,9.83651,-0.00946,-0.00258,-0.01327,9.83675,0.0165,-1.08661
45.22,31.654,-0.04744,0.04648,9.84557,-0.00868,-0.00003,-0.00904,9.84579,0.01253,0.45175
45.24,31.668,-0.0453,0.05472,9.84203,-0.01105,0.00635,-0.01549,9.84229,0.02006,-0.17505
45.26,31.682,-0.0577,0.04092,9.87895,-0.00489,-0.00311,-0.0178,9.87921,0.01872,1.84589
45.28,31.696,-0.11054,0.0463,9.86124,-0.00676,-0.00076,-0.01161,9.86197,0.01345,-0.86195
45.3,31.71,-0.10653,0.07295,9.8547,-0.00369,0.00673,-0.01966,9.85554,0.02111,-0.32125
45.32,31.724,-0.09814,0.05069,9.85863,-0.01222,0.00104,-0.01867,9.85925,0.02234,0.18518
45.34,31.738,-0.08754,0.01471,9.84598,-0.00983,0.00237,-0.00958,9.84638,0.01393,-0.64307
45.36,31.752,-0.08805,0.04485,9.83573,-0.00746,-0.00011,-0.0117,9.83622,0.01387,-0.508
45.38,31.766,-0.05819,0.03744,9.83978,-0.00867,-0.00377,-0.01665,9.84003,0.01914,0.19003
45.4,31.78,-0.03952,0.06248,9.85049,-0.0086,-0.00436,-0.01663,9.85077,0.01922,0.53703
45.42,31.794,-0.03734,0.04276,9.8659,-0.00795,-0.00819,-0.01279,9.86607,0.01714,0.76507
45.44,31.808,-0.03241,0.02882,9.80593,-0.01072,-0.00302,-0.01258,9.80603,0.0168,-3.00202
45.46,31.822,-0.01347,0.04308,9.82737,-0.00467,-0.0013,-0.0174,9.82747,0.01806,1.07218
45.48,31.836,0.03202,0.04361,9.84847,-0.01236,-0.0068,-0.02057,9.84862,0.02494,1.05756
45.5,31.85,0.05178,0.0444,9.8456,-0.00799,-0.00316,-0.01741,9.84584,0.01942,-0.13917
45.52,31.864,0.06401,0.04298,9.82083,-0.00801,-0.00071,-0.01469,9.82114,0.01674,-1.23514
45.54,31.878,0.07073,0.05646,9.84475,-0.00692,-0.00269,-0.00422,9.84517,0.00854,1.20163
45.56,31.892,0.05356,0.03806,9.82247,-0.01232,-0.00417,-0.01504,9.82269,0.01989,-1.12396
45.58,31.906,0.05451,-0.00026,9.80728,-0.00521,-0.00518,-0.0224,9.80743,0.02357,-0.76311
45.6,31.92,0.0444,0.04636,9.82774,-0.00927,-0.00532,-0.02058,9.82795,0.02319,1.02614
45.62,31.934,0.02914,0.03506,9.78339,-0.00763,-0.00446,-0.01578,9.7835,0.01809,-2.22268
45.64,31.948,-0.02881,0.0325,9.81855,-0.00847,-0.00491,-0.02131,9.81864,0.02345,1.75737
45.66,31.962,-0.00969,0.05237,9.78792,-0.00973,-0.0006,-0.00978,9.78807,0.0138,-1.52876
45.68,31.976,-0.02938,0.04027,9.80114,-0.01119,-0.0066,-0.01028,9.80127,0.01656,0.65995
45.7,31.99,-0.05762,0.0306,9.80135,-0.00932,-0.0061,-0.00819,9.80157,0.01383,0.01492
45.72,32.004,-0.06652,0.02812,9.75231,-0.01324,-0.0052,-0.01437,9.75258,0.02022,-2.44928
45.74,32.018,-0.09414,0.04283,9.81703,-0.00547,-0.00612,-0.00669,9.81757,0.01059,3.24951
45.76,32.032,-0.11901,0.03602,9.80245,-0.00609,-0.00851,-0.00652,9.80324,0.01233,-0.71655
45.78,32.046,-0.11147,0.01075,9.77839,-0.01045,-0.01,-0.01366,9.77903,0.01989,-1.21033
45.8,32.06,-0.13324,0.01766,9.77136,-0.01345,-0.00689,-0.01075,9.77228,0.01854,-0.3374
45.82,32.074,-0.11273,0.04632,9.77867,-0.01273,-0.00805,-0.00292,9.77943,0.01534,0.35747
45.84,32.088,-0.10202,0.00155,9.77128,-0.01079,-0.0111,-0.00684,9.77182,0.01692,-0.38088
45.86,32.102,-0.09057,0.04301,9.75813,-0.00929,-0.01022,-0.00837,9.75864,0.01615,-0.65878
45.88,32.116,-0.08832,0.03952,9.75841,-0.00798,-0.00522,-0.01767,9.75889,0.02008,0.01249
45.9,32.13,-0.12362,0.00693,9.74655,-0.01256,-0.0121,-0.0053,9.74734,0.01823,-0.57756
45.92,32.144,-0.07346,0.026,9.74295,-0.00516,-0.00796,-0.00891,9.74326,0.01302,-0.20391
45.94,32.158,-0.07298,0.01331,9.76337,-0.00441,-0.00584,-0.00881,9.76365,0.01145,1.01965
45.96,32.172,-0.08257,0.03859,9.75704,-0.01053,-0.00464,-0.00773,9.75747,0.01386,-0.30931
45.98,32.186,-0.08929,0.00602,9.75846,-0.01551,-0.00388,-0.00645,9.75887,0.01724,0.07009
46,32.2,-0.09062,0.0135,9.79364,-0.01106,-0.0052,-0.00612,9.79406,0.01367,1.75974
46.02,32.214,-0.07374,0.01701,9.78008,-0.00298,-0.00381,-0.00255,9.78038,0.00547,-0.68448
46.04,32.228,-0.07748,-0.01242,9.76893,-0.00991,-0.00643,-0.00925,9.76924,0.01501,-0.55664
46.06,32.242,-0.09211,0.04115,9.74912,-0.00556,-0.01073,-0.00188,9.74964,0.01223,-0.97991
46.08,32.256,-0.07829,-0.00401,9.75624,-0.01051,-0.0086,-0.00545,9.75655,0.01463,0.34544
46.1,32.27,-0.03218,0.01598,9.74788,-0.01093,-0.01217,-0.00681,9.74795,0.01772,-0.43024
46.12,32.284,-0.04896,-0.01182,9.77223,-0.01091,-0.00673,-0.01041,9.77236,0.01651,1.2207
46.14,32.298,-0.03721,-0.0016,9.73028,-0.01107,-0.01006,-0.00706,9.73035,0.01654,-2.10063
46.16,32.312,0.01324,-0.00338,9.77037,-0.00656,-0.00993,-0.01199,9.77038,0.0169,2.00151
46.18,32.326,0.01631,-0.00804,9.75083,-0.01182,-0.00572,0.00401,9.75085,0.01373,-0.97676
46.2,32.34,0.04855,-0.00839,9.78146,-0.01438,-0.00452,-0.00673,9.78159,0.0165,1.53719
46.22,32.354,0.05176,0.00705,9.7633,-0.00605,-0.00404,-0.00268,9.76344,0.00776,-0.90722
46.24,32.368,0.05563,0.01795,9.73492,-0.01257,-0.00341,-0.00403,9.73509,0.01363,-1.4175
46.26,32.382,0.09026,-0.00939,9.80028,-0.01044,-0.01524,0.00094,9.8007,0.0185,3.28034
46.28,32.396,0.09652,-0.00136,9.76728,-0.00711,-0.00214,0.00627,9.76776,0.00972,-1.64706
46.3,32.41,0.08425,-0.0118,9.74028,-0.01144,-0.01353,0.00071,9.74065,0.01773,-1.35541
46.32,32.424,0.07618,-0.02057,9.78641,-0.0099,-0.00902,-0.00565,9.78673,0.01454,2.3038
46.34,32.438,0.0834,0.00137,9.77548,-0.00812,-0.00796,0.00434,9.77583,0.01217,-0.54484
46.36,32.452,0.03453,0.0109,9.76569,-0.00749,-0.00975,0.00471,9.76575,0.01317,-0.50385
46.38,32.466,-0.01234,0.00716,9.76951,-0.00843,-0.01214,-0.00155,9.76952,0.01486,0.18844
46.4,32.48,-0.00362,-0.00147,9.75764,-0.00973,-0.00852,0.00149,9.75765,0.01301,-0.59389
46.42,32.494,-0.01905,-0.00572,9.77509,-0.00956,-0.00798,0.00401,9.77511,0.01308,0.8733
46.44,32.508,-0.03531,-0.02919,9.78399,-0.00695,-0.01032,0.00806,9.7841,0.01483,0.44952
46.46,32.522,-0.05666,-0.02221,9.78748,-0.00662,-0.00689,0.00785,9.78767,0.01236,0.17833
46.48,32.536,-0.07099,-0.00099,9.77603,-0.01173,-0.01191,0.00135,9.77629,0.01677,-0.56899
46.5,32.55,-0.08036,0.01372,9.79767,-0.00403,-0.00637,0.00846,9.79801,0.01133,1.08589
46.52,32.564,-0.08425,-0.0152,9.77962,-0.00864,-0.00708,0.00866,9.78,0.01413,-0.90041
46.54,32.578,-0.03874,-0.02903,9.79788,-0.00849,-0.00428,0.0099,9.798,0.01372,0.90014
46.56,32.592,-0.04553,-0.02548,9.7952,-0.00241,-0.00385,0.00724,9.79534,0.00855,-0.13296
46.58,32.606,-0.06917,-0.01895,9.8108,-0.00845,-0.01325,0.00823,9.81106,0.01774,0.78601
46.6,32.62,-0.05468,-0.00494,9.79926,-0.00308,-0.00539,0.00782,9.79942,0.00998,-0.5822
46.62,32.634,-0.03794,-0.00789,9.8346,-0.00655,-0.00377,0.01452,9.83468,0.01637,1.76301
46.64,32.648,-0.01104,-0.02584,9.83343,-0.00219,-0.00344,0.00937,9.83347,0.01022,-0.06051
46.66,32.662,-0.00549,-0.03666,9.81111,-0.00815,-0.00449,0.00581,9.81118,0.01097,-1.1145
46.68,32.676,0.00925,-0.01881,9.84323,-0.00444,-0.00092,0.0133,9.84325,0.01405,1.60362
46.7,32.69,0.01247,-0.00276,9.80238,-0.00611,-0.00732,0.01549,9.80239,0.01819,-2.04324
46.72,32.704,0.01452,-0.02418,9.84472,-0.00433,-0.00279,0.01437,9.84476,0.01526,2.11881
46.74,32.718,0.00164,-0.05444,9.84202,-0.00514,-0.00815,0.01358,9.84217,0.01665,-0.12938
46.76,32.732,0.02073,-0.03168,9.8361,-0.01019,-0.00509,0.00886,9.83618,0.01444,-0.29984
46.78,32.746,0.03822,-0.01478,9.83731,-0.00479,-0.00627,0.01463,9.83739,0.01662,0.06079
46.8,32.76,0.0411,-0.03206,9.84989,-0.00085,-0.00407,0.011,9.85003,0.01176,0.63185
46.82,32.774,0.02522,-0.02889,9.81327,-0.0072,-0.0039,0.01412,9.81334,0.01632,-1.83436
46.84,32.788,0.04,-0.00934,9.87767,-0.00149,-0.00204,0.0123,9.87776,0.01255,3.22064
46.86,32.802,0.06971,-0.035,9.84847,-0.0079,-0.00336,0.01664,9.84878,0.01872,-1.44889
46.88,32.816,0.07934,-0.02717,9.87465,-0.00472,-0.00932,0.00984,9.875,0.01435,1.31131
46.9,32.83,0.09662,-0.02504,9.8435,-0.00235,-0.00457,0.01066,9.84401,0.01184,-1.54986
